doi,oa_roadoi,oa_status,oa_match
10.1007/s00406-017-0858-y,closed,closed,TRUE
10.1007/s00417-018-4106-6,hybrid,hybrid,TRUE
10.1007/s00423-018-1670-5,closed,closed,TRUE
10.1007/s00423-018-1696-8,closed,closed,TRUE
10.1007/s00431-018-3118-x,closed,closed,TRUE
10.1007/s00432-018-2704-7,closed,closed,TRUE
10.1007/s00432-018-2724-3,closed,closed,TRUE
10.1007/s00441-018-2936-5,closed,closed,TRUE
10.1007/s00467-017-3776-3,closed,closed,TRUE
10.1007/s00467-017-3820-3,closed,closed,TRUE
10.1007/s00467-018-4029-9,closed,closed,TRUE
10.1007/s00482-018-0318-2,closed,closed,TRUE
10.1007/s00702-018-1897-x,closed,closed,TRUE
10.1007/s00702-018-1911-3,closed,closed,TRUE
10.1007/s00702-018-1930-0,closed,closed,TRUE
10.1007/s00726-018-2614-7,closed,closed,TRUE
10.1007/s00761-018-0446-4,closed,closed,TRUE
10.1007/s10439-018-2060-4,closed,closed,TRUE
10.1007/s10637-018-0562-4,hybrid,hybrid,TRUE
10.1007/s10753-017-0661-y,closed,closed,TRUE
10.1007/s11060-018-2824-6,closed,closed,TRUE
10.1007/s11307-018-1160-8,closed,closed,TRUE
10.1007/s11377-018-0251-z,green,green,TRUE
10.1007/s11377-018-0262-9,closed,closed,TRUE
10.1007/s11428-018-0355-6,closed,closed,TRUE
10.1007/s11825-018-0226-y,hybrid,hybrid,TRUE
10.1007/s12011-017-1109-9,green,green,TRUE
10.1007/s12015-017-9790-9,hybrid,hybrid,TRUE
10.1007/s12026-018-9015-6,closed,closed,TRUE
10.1007/s12033-017-0041-8,closed,closed,TRUE
10.1007/s12033-018-0107-2,bronze,closed,FALSE
10.1007/s12181-018-0266-1,closed,closed,TRUE
10.1007/s40139-018-0181-y,closed,closed,TRUE
10.1007/s40256-017-0262-z,hybrid,hybrid,TRUE
10.1007/s42212-018-0022-2,closed,closed,TRUE
10.1016/j.aanat.2017.11.008,closed,closed,TRUE
10.1016/j.aap.2017.10.011,closed,closed,TRUE
10.1016/j.aap.2018.03.014,closed,closed,TRUE
10.1016/j.ahj.2017.08.018,green,green,TRUE
10.1016/j.ajhg.2018.10.005,green,bronze,FALSE
10.1016/j.amjoto.2017.10.006,closed,closed,TRUE
10.1016/j.antiviral.2018.07.010,hybrid,hybrid,TRUE
10.1016/j.artmed.2018.04.012,hybrid,hybrid,TRUE
10.1016/j.bbadis.2018.06.019,bronze,bronze,TRUE
10.1016/j.bbr.2018.03.009,closed,closed,TRUE
10.1016/j.biomaterials.2017.12.008,hybrid,hybrid,TRUE
10.1016/j.braindev.2017.12.011,closed,closed,TRUE
10.1016/j.brainresbull.2017.05.003,closed,closed,TRUE
10.1016/j.brs.2018.08.006,closed,closed,TRUE
10.1016/j.cancergen.2017.11.006,closed,closed,TRUE
10.1016/j.ccell.2018.03.021,green,bronze,FALSE
10.1016/j.cell.2018.05.028,green,bronze,FALSE
10.1016/j.celrep.2018.04.059,gold,gold,TRUE
10.1016/j.celrep.2018.08.053,gold,gold,TRUE
10.1016/j.clinbiomech.2018.10.001,closed,closed,TRUE
10.1016/j.clinph.2017.10.025,closed,closed,TRUE
10.1016/j.clinph.2018.04.610,green,green,TRUE
10.1016/j.colsurfb.2017.12.050,closed,closed,TRUE
10.1016/j.cub.2018.05.053,bronze,bronze,TRUE
10.1016/j.ejca.2017.10.026,closed,closed,TRUE
10.1016/j.ejca.2017.12.001,closed,closed,TRUE
10.1016/j.ejpn.2018.04.003,closed,closed,TRUE
10.1016/j.ejrad.2018.01.027,closed,closed,TRUE
10.1016/j.euroneuro.2017.12.012,closed,closed,TRUE
10.1016/j.euroneuro.2018.05.002,closed,closed,TRUE
10.1016/j.eurpsy.2017.11.004,closed,closed,TRUE
10.1016/j.eurpsy.2018.02.002,closed,closed,TRUE
10.1016/j.expneurol.2018.06.012,closed,closed,TRUE
10.1016/j.expneurol.2018.07.010,closed,closed,TRUE
10.1016/j.healun.2017.11.006,hybrid,hybrid,TRUE
10.1016/j.heares.2018.06.015,closed,closed,TRUE
10.1016/j.ijantimicag.2018.03.001,green,green,TRUE
10.1016/j.ijbiomac.2018.05.196,closed,closed,TRUE
10.1016/j.ijcard.2018.04.005,closed,closed,TRUE
10.1016/j.ijcard.2018.08.043,bronze,bronze,TRUE
10.1016/j.ijcard.2018.08.079,bronze,bronze,TRUE
10.1016/j.ijcard.2018.08.085,bronze,bronze,TRUE
10.1016/j.ijid.2018.01.022,gold,gold,TRUE
10.1016/j.ijmm.2018.02.002,closed,closed,TRUE
10.1016/j.imbio.2017.10.042,green,green,TRUE
10.1016/j.jacc.2017.11.024,bronze,bronze,TRUE
10.1016/j.jacc.2018.02.017,bronze,bronze,TRUE
10.1016/j.jaci.2018.06.019,bronze,bronze,TRUE
10.1016/j.jchromb.2018.10.007,closed,closed,TRUE
10.1016/j.jhealeco.2018.02.008,green,green,TRUE
10.1016/j.jhep.2017.10.032,closed,closed,TRUE
10.1016/j.jhep.2017.11.009,closed,closed,TRUE
10.1016/j.jhep.2018.07.023,closed,closed,TRUE
10.1016/j.joms.2017.09.021,closed,closed,TRUE
10.1016/j.jos.2017.11.005,closed,closed,TRUE
10.1016/j.jpeds.2018.03.052,green,bronze,FALSE
10.1016/j.jpsychires.2018.06.015,closed,closed,TRUE
10.1016/j.jpsychires.2018.08.017,closed,closed,TRUE
10.1016/j.jpsychores.2018.08.005,closed,closed,TRUE
10.1016/j.jsxm.2018.09.001,closed,closed,TRUE
10.1016/j.kint.2018.02.022,bronze,bronze,TRUE
10.1016/j.knee.2018.02.006,closed,closed,TRUE
10.1016/j.matbio.2018.01.003,hybrid,hybrid,TRUE
10.1016/j.mcn.2018.08.002,closed,closed,TRUE
10.1016/j.medengphy.2017.10.013,closed,closed,TRUE
10.1016/j.micinf.2017.12.002,closed,closed,TRUE
10.1016/j.nbd.2018.03.010,green,green,TRUE
10.1016/j.neuchi.2018.04.007,closed,closed,TRUE
10.1016/j.neuint.2017.11.018,closed,closed,TRUE
10.1016/j.neuropsychologia.2018.08.020,green,green,TRUE
10.1016/j.neuroscience.2018.10.031,closed,closed,TRUE
10.1016/j.niox.2018.05.001,closed,closed,TRUE
10.1016/j.omtn.2018.09.006,gold,gold,TRUE
10.1016/j.otsr.2018.04.003,bronze,bronze,TRUE
10.1016/j.prp.2018.05.020,closed,closed,TRUE
10.1016/j.radonc.2018.02.016,closed,closed,TRUE
10.1016/j.rmed.2018.05.020,bronze,bronze,TRUE
10.1016/j.schres.2017.06.025,green,green,TRUE
10.1016/j.stemcr.2017.11.011,gold,gold,TRUE
10.1016/j.surg.2017.10.016,closed,closed,TRUE
10.1016/j.toxicon.2017.10.012,green,green,TRUE
10.1016/j.toxlet.2017.10.003,closed,closed,TRUE
10.1016/j.vetimm.2018.09.002,hybrid,hybrid,TRUE
10.1016/j.vph.2018.02.003,closed,closed,TRUE
10.1016/j.wneu.2017.09.191,closed,closed,TRUE
10.1016/j.yexcr.2018.10.002,closed,closed,TRUE
10.1016/j.ymgmr.2018.07.008,gold,gold,TRUE
10.1016/s0140-6736(18)30207-1,green,green,TRUE
10.1016/s1470-2045(18)30242-0,hybrid,hybrid,TRUE
10.1016/s1474-4422(18)30089-9,green,green,TRUE
10.1016/s1474-4422(18)30176-5,closed,closed,TRUE
10.1038/labinvest.2017.106,bronze,bronze,TRUE
10.1038/leu.2017.171,hybrid,hybrid,TRUE
10.1038/leu.2017.210,green,green,TRUE
10.1038/leu.2017.213,hybrid,hybrid,TRUE
10.1038/leu.2017.294,hybrid,hybrid,TRUE
10.1038/nm.4473,green,green,TRUE
10.1038/s41375-018-0071-7,hybrid,hybrid,TRUE
10.1038/s41375-018-0129-6,closed,closed,TRUE
10.1038/s41375-018-0179-9,closed,closed,TRUE
10.1038/s41398-017-0077-3,gold,gold,TRUE
10.1038/s41398-018-0288-2,gold,gold,TRUE
10.1038/s41409-018-0176-7,closed,closed,TRUE
10.1038/s41416-018-0011-3,green,green,TRUE
10.1038/s41419-017-0071-y,gold,gold,TRUE
10.1038/s41420-018-0049-2,gold,gold,TRUE
10.1038/s41424-018-0053-0,gold,gold,TRUE
10.1038/s41431-018-0206-3,green,bronze,FALSE
10.1038/s41431-018-0228-x,green,bronze,FALSE
10.1038/s41467-018-04193-w,gold,gold,TRUE
10.1038/s41467-018-06423-7,gold,gold,TRUE
10.1038/s41467-018-07570-7,gold,gold,TRUE
10.1038/s41586-018-0395-5,closed,closed,TRUE
10.1038/s41590-018-0082-6,closed,closed,TRUE
10.1038/s41598-017-18818-5,gold,gold,TRUE
10.1038/s41598-018-23631-9,gold,gold,TRUE
10.1038/s41598-018-24759-4,gold,gold,TRUE
10.1038/s41598-018-29072-8,gold,gold,TRUE
10.1038/s41598-018-33167-7,gold,gold,TRUE
10.1038/s41598-018-33491-y,gold,gold,TRUE
10.1039/c7bm01101f,green,green,TRUE
10.1053/j.gastro.2018.03.020,hybrid,hybrid,TRUE
10.1053/j.gastro.2018.03.022,bronze,bronze,TRUE
10.1053/j.jvca.2018.04.040,closed,closed,TRUE
10.1055/a-0547-1025,closed,closed,TRUE
10.1055/a-0577-3573,closed,closed,TRUE
10.1055/a-0598-3114,closed,closed,TRUE
10.1055/a-0624-1671,closed,closed,TRUE
10.1055/a-0637-9400,hybrid,hybrid,TRUE
10.1055/a-0647-9650,closed,closed,TRUE
10.1055/a-0770-3485,bronze,bronze,TRUE
10.1055/s-0037-1602260,closed,closed,TRUE
10.1055/s-0037-1604020,green,green,TRUE
10.1055/s-0037-1604025,closed,closed,TRUE
10.1055/s-0037-1607051,closed,closed,TRUE
10.1055/s-0038-1635258,green,green,TRUE
10.1055/s-0038-1636917,closed,closed,TRUE
10.1055/s-0038-1637732,closed,closed,TRUE
10.1055/s-0038-1660807,gold,gold,TRUE
10.1055/s-0038-1669458,hybrid,hybrid,TRUE
10.1055/s-0041-110678,closed,closed,TRUE
10.1055/s-0042-109255,closed,closed,TRUE
10.1055/s-0042-116424,closed,closed,TRUE
10.1055/s-0042-121169,bronze,bronze,TRUE
10.1055/s-0042-122340,closed,closed,TRUE
10.1055/s-0043-120921,closed,closed,TRUE
10.1055/s-0043-122242,closed,closed,TRUE
10.1055/s-0043-122888,green,green,TRUE
10.1055/s-0043-122961,green,bronze,FALSE
10.1055/s-0043-124309,closed,closed,TRUE
10.1055/s-0043-124413,closed,closed,TRUE
10.1055/s-0043-125198,closed,closed,TRUE
10.1055/s-0044-100191,closed,closed,TRUE
10.1055/s-0044-100207,closed,closed,TRUE
10.1074/jbc.m117.806521,hybrid,hybrid,TRUE
10.1080/00207454.2017.1412967,closed,closed,TRUE
10.1080/00365521.2018.1498913,closed,closed,TRUE
10.1080/00365521.2018.1501091,closed,closed,TRUE
10.1080/15287394.2018.1463331,closed,closed,TRUE
10.1080/15563650.2017.1375115,closed,closed,TRUE
10.1080/21505594.2018.1535785,gold,gold,TRUE
10.1080/2162402x.2018.1424677,green,gold,FALSE
10.1080/23723556.2017.1396389,green,bronze,FALSE
10.1084/jem.20181439,hybrid,hybrid,TRUE
10.1089/hgtb.2017.182,closed,closed,TRUE
10.1093/annonc/mdy308,green,bronze,FALSE
10.1093/brain/awx370,hybrid,hybrid,TRUE
10.1093/ejcts/ezx237,bronze,bronze,TRUE
10.1093/ejcts/ezx313,bronze,bronze,TRUE
10.1093/ejcts/ezx378,bronze,bronze,TRUE
10.1093/ejcts/ezy036,closed,closed,TRUE
10.1093/femspd/fty044,green,bronze,FALSE
10.1093/glycob/cwy013,green,bronze,FALSE
10.1093/icvts/ivy011,bronze,bronze,TRUE
10.1093/jnci/djx258,bronze,bronze,TRUE
10.1093/nar/gky106,gold,gold,TRUE
10.1093/nar/gky536,gold,gold,TRUE
10.1093/ndt/gfy006,bronze,bronze,TRUE
10.1093/neuros/nyx420,hybrid,hybrid,TRUE
10.1093/rb/rbx029,gold,gold,TRUE
10.1096/fj.201700441r,green,green,TRUE
10.1096/fj.201701029r,closed,closed,TRUE
10.1097/aud.0000000000000526,closed,closed,TRUE
10.1097/bto.0000000000000303,green,green,TRUE
10.1097/hjh.0000000000001730,closed,closed,TRUE
10.1097/mao.0000000000001625,closed,closed,TRUE
10.1097/mao.0000000000001996,closed,closed,TRUE
10.1097/mat.0000000000000714,closed,closed,TRUE
10.1097/meg.0000000000001149,closed,closed,TRUE
10.1097/mpg.0000000000002019,closed,closed,TRUE
10.1097/phm.0000000000000982,closed,closed,TRUE
10.1097/pra.0000000000000277,closed,closed,TRUE
10.1097/rli.0000000000000438,closed,closed,TRUE
10.1097/rlu.0000000000002085,closed,closed,TRUE
10.1097/sap.0000000000001477,closed,closed,TRUE
10.1097/ta.0000000000001952,closed,closed,TRUE
10.1097/txd.0000000000000798,gold,gold,TRUE
10.1099/jgv.0.000984,bronze,bronze,TRUE
10.1111/add.14128,closed,closed,TRUE
10.1111/ajt.14532,bronze,bronze,TRUE
10.1111/ajt.14644,bronze,bronze,TRUE
10.1111/ajt.14759,bronze,bronze,TRUE
10.1111/ajt.14912,hybrid,hybrid,TRUE
10.1111/all.13454,closed,closed,TRUE
10.1111/and.12875,closed,closed,TRUE
10.1111/and.13008,closed,closed,TRUE
10.1111/apha.12923,hybrid,hybrid,TRUE
10.1111/apt.14427,closed,closed,TRUE
10.1111/apt.14802,closed,closed,TRUE
10.1111/bcp.13519,hybrid,hybrid,TRUE
10.1111/bjh.15503,bronze,bronze,TRUE
10.1111/cge.13244,closed,closed,TRUE
10.1111/cmi.12865,green,green,TRUE
10.1111/ctr.13214,closed,closed,TRUE
10.1111/dom.13043,hybrid,hybrid,TRUE
10.1111/dom.13184,green,green,TRUE
10.1111/echo.13852,closed,closed,TRUE
10.1111/hae.13617,hybrid,hybrid,TRUE
10.1111/iji.12363,hybrid,hybrid,TRUE
10.1111/jcmm.13698,gold,gold,TRUE
10.1111/jdv.14542,hybrid,hybrid,TRUE
10.1111/joa.12747,green,bronze,FALSE
10.1111/liv.13485,closed,closed,TRUE
10.1111/pai.12847,closed,closed,TRUE
10.1111/pan.13309,closed,closed,TRUE
10.1111/pedi.12573,green,green,TRUE
10.1111/tan.13172,closed,closed,TRUE
10.1111/tid.12924,closed,closed,TRUE
10.1111/tri.13289,hybrid,hybrid,TRUE
10.1111/xen.12382,closed,closed,TRUE
10.1117/1.jbo.23.11.115002,gold,gold,TRUE
10.1128/jvi.00342-18,green,bronze,FALSE
10.1128/jvi.01117-18,green,bronze,FALSE
10.1128/jvi.01138-17,green,bronze,FALSE
10.1128/jvi.02007-17,green,bronze,FALSE
10.1136/archdischild-2017-313482,closed,closed,TRUE
10.1136/jnnp-2017-317611,closed,closed,TRUE
10.1136/neurintsurg-2017-013611,closed,closed,TRUE
10.1136/thoraxjnl-2017-210519,green,bronze,FALSE
10.1148/radiol.2017170591,bronze,bronze,TRUE
10.1152/ajplung.00357.2017,bronze,bronze,TRUE
10.1152/ajprenal.00519.2016,bronze,bronze,TRUE
10.1152/japplphysiol.00176.2018,bronze,bronze,TRUE
10.1155/2018/3120480,gold,gold,TRUE
10.1155/2018/3919106,gold,gold,TRUE
10.1155/2018/5086503,gold,gold,TRUE
10.1155/2018/6982738,gold,gold,TRUE
10.1159/000481341,closed,closed,TRUE
10.1159/000486484,gold,gold,TRUE
10.1159/000486964,bronze,bronze,TRUE
10.1159/000489915,gold,gold,TRUE
10.1159/000493148,closed,closed,TRUE
10.11607/ijp.5817,closed,closed,TRUE
10.1161/atvbaha.118.311023,green,bronze,FALSE
10.1161/jaha.118.009624,gold,gold,TRUE
10.1161/strokeaha.118.021070,closed,closed,TRUE
10.1164/rccm.201710-1983oc,closed,closed,TRUE
10.1165/rcmb.2017-0179oc,closed,closed,TRUE
10.1165/rcmb.2017-0356oc,closed,closed,TRUE
10.1172/jci96259,green,bronze,FALSE
10.1177/0022034517736063,hybrid,hybrid,TRUE
10.1177/026119291804600207,closed,closed,TRUE
10.1177/0267659117751621,closed,closed,TRUE
10.1177/0269881118776738,closed,closed,TRUE
10.1177/0391398818773040,green,green,TRUE
10.1177/0391398818777362,closed,closed,TRUE
10.1177/0883073817751303,hybrid,hybrid,TRUE
10.1177/0885328218787219,closed,closed,TRUE
10.1177/1049909118756616,green,green,TRUE
10.1177/1479972318775423,gold,gold,TRUE
10.1177/1708538117714401,bronze,bronze,TRUE
10.1177/2050640617716597,green,bronze,FALSE
10.1182/blood-2017-09-801498,green,green,TRUE
10.1182/blood-2017-10-812859,green,bronze,FALSE
10.1183/20734735.026218,gold,gold,TRUE
10.1186/s12867-018-0103-x,hybrid,hybrid,TRUE
10.1186/s12874-018-0576-9,gold,gold,TRUE
10.1186/s12875-017-0684-3,gold,gold,TRUE
10.1186/s12876-018-0795-x,gold,gold,TRUE
10.1186/s12879-018-3137-2,gold,gold,TRUE
10.1186/s12882-017-0803-3,gold,gold,TRUE
10.1186/s12882-018-1031-1,gold,gold,TRUE
10.1186/s12885-018-4225-9,gold,gold,TRUE
10.1186/s12887-018-1082-2,gold,gold,TRUE
10.1186/s12889-018-5543-1,gold,gold,TRUE
10.1186/s12890-018-0616-6,gold,gold,TRUE
10.1186/s12890-018-0705-6,gold,gold,TRUE
10.1186/s12893-018-0384-5,gold,gold,TRUE
10.1186/s12903-018-0491-9,gold,gold,TRUE
10.1186/s12904-018-0303-7,gold,gold,TRUE
10.1186/s12904-018-0322-4,gold,gold,TRUE
10.1186/s12913-018-3492-0,gold,gold,TRUE
10.1186/s12920-018-0438-7,gold,gold,TRUE
10.1186/s12931-018-0815-y,gold,gold,TRUE
10.1186/s12931-018-0942-5,gold,gold,TRUE
10.1186/s12931-018-0957-y,gold,gold,TRUE
10.1186/s12969-018-0257-6,gold,gold,TRUE
10.1186/s13014-018-1156-1,gold,gold,TRUE
10.1186/s13045-018-0598-0,gold,gold,TRUE
10.1186/s13058-018-0935-9,gold,gold,TRUE
10.1186/s13063-018-3012-x,gold,gold,TRUE
10.1200/jco.2016.71.8023,green,green,TRUE
10.1200/jco.2017.74.3617,green,green,TRUE
10.1200/jco.2017.74.4946,green,green,TRUE
10.1259/dmfr.20180099,green,green,TRUE
10.1302/2046-3758.73.bjr-2017-0219.r2,gold,gold,TRUE
10.1371/journal.pbio.2006159,gold,gold,TRUE
10.1371/journal.pcbi.1006623,gold,gold,TRUE
10.1371/journal.pgen.1007594,gold,gold,TRUE
10.1371/journal.pone.0192230,gold,gold,TRUE
10.1371/journal.pone.0194778,gold,gold,TRUE
10.1371/journal.pone.0195232,gold,gold,TRUE
10.1371/journal.pone.0204235,gold,gold,TRUE
10.1371/journal.pone.0205247,gold,gold,TRUE
10.1371/journal.pone.0205411,gold,gold,TRUE
10.1371/journal.pone.0205437,gold,gold,TRUE
10.1371/journal.pone.0209103,gold,gold,TRUE
10.1371/journal.pone.0209343,gold,gold,TRUE
10.1371/journal.ppat.1007235,gold,gold,TRUE
10.1371/journal.ppat.1007269,gold,gold,TRUE
10.1373/clinchem.2018.289744,bronze,bronze,TRUE
10.1515/cclm-2018-0344,closed,closed,TRUE
10.1515/hsz-2018-0155,closed,closed,TRUE
10.1515/iss-2017-0047,gold,gold,TRUE
10.1515/iss-2018-0002,gold,gold,TRUE
10.1515/iss-2018-0017,gold,gold,TRUE
10.15252/emmm.201707502,gold,gold,TRUE
10.15252/emmm.201809443,gold,gold,TRUE
10.18632/oncotarget.23339,gold,gold,TRUE
10.18632/oncotarget.23410,gold,gold,TRUE
10.19186/bc_2018.044,NA,NA,TRUE
10.20524/aog.2018.0300,gold,gold,TRUE
10.21037/jtd.2017.10.03,green,hybrid,FALSE
10.21037/jtd.2017.10.164,hybrid,hybrid,TRUE
10.21037/jtd.2018.04.11,hybrid,hybrid,TRUE
10.21037/jtd.2018.05.36,hybrid,hybrid,TRUE
10.21091/mppa.2018.1006,closed,closed,TRUE
10.2147/ndt.s167786,gold,gold,TRUE
10.2196/11753,gold,gold,TRUE
10.2196/resprot.7425,gold,gold,TRUE
10.2337/dc18-0342,bronze,bronze,TRUE
10.2337/dc18-0343,green,bronze,FALSE
10.2340/00015555-2951,gold,gold,TRUE
10.2340/16501977-2200,gold,gold,TRUE
10.2340/16501977-2217,gold,gold,TRUE
10.2340/16501977-2330,gold,gold,TRUE
10.23736/s0026-4733.17.07486-7,NA,NA,TRUE
10.23736/s1973-9087.16.04530-5,NA,NA,TRUE
10.31616/asj.2018.12.5.862,gold,gold,TRUE
10.3205/dgkh000314,NA,NA,TRUE
10.3233/thc-181265,closed,closed,TRUE
10.3324/haematol.2017.180893,gold,gold,TRUE
10.3389/fimmu.2018.00992,gold,gold,TRUE
10.3389/fimmu.2018.01258,gold,gold,TRUE
10.3389/fimmu.2018.01949,gold,gold,TRUE
10.3389/fimmu.2018.02282,gold,gold,TRUE
10.3389/fimmu.2018.02483,gold,gold,TRUE
10.3389/fped.2018.00121,gold,gold,TRUE
10.3389/fphys.2018.00359,gold,gold,TRUE
10.3389/fphys.2018.00601,gold,gold,TRUE
10.3389/fphys.2018.01490,gold,gold,TRUE
10.3389/fpsyt.2018.00023,gold,gold,TRUE
10.3389/fsurg.2018.00002,gold,gold,TRUE
10.3390/genes9060296,gold,gold,TRUE
10.3390/genes9100495,gold,gold,TRUE
10.3390/ijerph15071373,gold,gold,TRUE
10.3390/ijerph15091934,gold,gold,TRUE
10.3390/ijms19092473,gold,gold,TRUE
10.3390/ijms19092602,gold,gold,TRUE
10.3390/ijms19103269,gold,gold,TRUE
10.3390/jcm7110398,gold,gold,TRUE
10.3390/nu10070852,gold,gold,TRUE
10.3390/toxins10050185,gold,gold,TRUE
10.3851/imp3042,green,green,TRUE
10.3851/imp3230,closed,closed,TRUE
10.4049/jimmunol.1700042,bronze,bronze,TRUE
10.4081/ejh.2018.2848,gold,gold,TRUE
10.4081/or.2018.7811,gold,gold,TRUE
10.4103/eus.eus_23_17,green,green,TRUE
10.4254/wjh.v10.i2.277,gold,gold,TRUE
10.5137/1019-5149.jtn.17215-16.1,green,bronze,FALSE
10.7150/thno.27428,gold,gold,TRUE
10.7916/d82f90dx,NA,NA,TRUE
10.1001/jamanetworkopen.2018.0769,gold,gold,TRUE
10.1001/jamasurg.2018.1607,green,green,TRUE
10.1002/1878-0261.12170,gold,gold,TRUE
10.1002/ana.25216,closed,closed,TRUE
10.1002/ana.25233,closed,closed,TRUE
10.1002/ana.25248,closed,closed,TRUE
10.1002/bjs5.81,gold,gold,TRUE
10.1002/brb3.1139,gold,gold,TRUE
10.1002/cbic.201800323,closed,closed,TRUE
10.1002/ccr3.1295,gold,gold,TRUE
10.1002/ccr3.1648,gold,gold,TRUE
10.1002/cjp2.88,gold,gold,TRUE
10.1002/cmdc.201800329,bronze,bronze,TRUE
10.1002/cre2.107,gold,gold,TRUE
10.1002/eat.22898,green,green,TRUE
10.1002/ehf2.12306,gold,gold,TRUE
10.1002/ejhf.1029,green,bronze,FALSE
10.1002/glia.23504,closed,closed,TRUE
10.1002/hep.29542,green,green,TRUE
10.1002/ijc.31725,bronze,bronze,TRUE
10.1002/jbm.b.33849,closed,closed,TRUE
10.1002/jcp.26138,closed,closed,TRUE
10.1002/jper.17-0486,closed,closed,TRUE
10.1002/jper.17-0616,closed,closed,TRUE
10.1002/jts.22331,hybrid,hybrid,TRUE
10.1002/lsm.22707,closed,closed,TRUE
10.1002/mpr.1577,green,bronze,FALSE
10.1002/oby.22270,closed,closed,TRUE
10.1002/pon.4681,closed,closed,TRUE
10.1002/pon.4730,closed,closed,TRUE
10.1002/pon.4760,closed,closed,TRUE
10.1002/psc.3119,closed,bronze,FALSE
10.1007/s00018-017-2658-y,hybrid,hybrid,TRUE
10.1007/s00068-018-0922-y,green,bronze,FALSE
10.1007/s00101-017-0401-6,bronze,bronze,TRUE
10.1007/s00101-018-0476-8,closed,closed,TRUE
10.1007/s00101-018-0515-5,closed,closed,TRUE
10.1007/s00103-017-2655-1,closed,closed,TRUE
10.1007/s00103-017-2658-y,closed,closed,TRUE
10.1007/s00104-017-0563-4,closed,closed,TRUE
10.1007/s00104-018-0691-5,closed,closed,TRUE
10.1007/s00104-018-0708-0,closed,closed,TRUE
10.1007/s00105-017-4090-5,closed,closed,TRUE
10.1007/s00105-018-4299-y,closed,closed,TRUE
10.1007/s00106-018-0482-9,closed,closed,TRUE
10.1007/s00106-018-0586-2,closed,closed,TRUE
10.1007/s00108-018-0488-0,closed,closed,TRUE
10.1007/s00112-018-0447-9,closed,closed,TRUE
10.1007/s00112-018-0502-6,closed,closed,TRUE
10.1007/s00115-017-0304-4,closed,closed,TRUE
10.1007/s00115-018-0511-7,closed,closed,TRUE
10.1007/s00115-018-0588-z,closed,closed,TRUE
10.1007/s00120-018-0591-9,closed,closed,TRUE
10.1007/s00142-017-0170-x,closed,closed,TRUE
10.1007/s00221-018-5318-z,closed,closed,TRUE
10.1007/s00221-018-5329-9,closed,closed,TRUE
10.1007/s00246-018-1981-x,closed,closed,TRUE
10.1007/s00259-018-4002-7,green,green,TRUE
10.1007/s00277-018-3373-y,closed,closed,TRUE
10.1007/s00292-017-0410-x,closed,closed,TRUE
10.1007/s00296-018-4012-6,closed,closed,TRUE
10.1007/s00347-018-0736-7,closed,closed,TRUE
10.1007/s00381-018-3767-0,closed,closed,TRUE
10.1007/s00381-018-3846-2,closed,closed,TRUE
10.1007/s00383-017-4213-1,closed,closed,TRUE
10.1007/s00391-017-1181-y,closed,closed,TRUE
10.1007/s00392-017-1175-1,closed,closed,TRUE
10.1007/s00392-017-1181-3,closed,closed,TRUE
10.1007/s00392-018-1267-6,closed,closed,TRUE
10.1007/s00395-018-0700-3,hybrid,hybrid,TRUE
10.1007/s00398-018-0234-x,closed,closed,TRUE
10.1007/s00401-018-1837-8,green,green,TRUE
10.1007/s00405-018-4908-5,closed,closed,TRUE
10.1007/s00414-017-1768-2,closed,closed,TRUE
10.1007/s00414-018-1892-7,closed,closed,TRUE
10.1007/s00415-017-8687-5,closed,closed,TRUE
10.1007/s00415-018-8781-3,closed,closed,TRUE
10.1007/s00429-017-1473-4,closed,closed,TRUE
10.1007/s00429-017-1517-9,closed,closed,TRUE
10.1007/s00431-017-3073-y,closed,closed,TRUE
10.1007/s00432-018-2671-z,closed,closed,TRUE
10.1007/s00467-017-3794-1,closed,closed,TRUE
10.1007/s00586-018-5792-9,closed,closed,TRUE
10.1007/s00761-018-0343-x,closed,closed,TRUE
10.1007/s00784-017-2132-0,closed,closed,TRUE
10.1007/s00784-017-2160-9,closed,closed,TRUE
10.1007/s00787-017-1103-y,green,green,TRUE
10.1007/s00787-018-1153-9,closed,closed,TRUE
10.1007/s10049-017-0386-3,closed,closed,TRUE
10.1007/s10049-017-0395-2,closed,closed,TRUE
10.1007/s10049-018-0544-2,closed,closed,TRUE
10.1007/s10389-017-0884-2,closed,closed,TRUE
10.1007/s10545-017-0100-0,closed,closed,TRUE
10.1007/s10549-018-4882-z,closed,closed,TRUE
10.1007/s10815-017-1041-0,green,green,TRUE
10.1007/s10840-018-0317-3,closed,closed,TRUE
10.1007/s11136-017-1725-z,closed,closed,TRUE
10.1007/s11136-018-1844-1,closed,closed,TRUE
10.1007/s11136-018-1924-2,closed,closed,TRUE
10.1007/s11302-018-9624-5,green,green,TRUE
10.1007/s11302-018-9631-6,green,green,TRUE
10.1007/s11307-018-1166-2,closed,closed,TRUE
10.1007/s11548-017-1683-5,closed,closed,TRUE
10.1007/s11548-018-1741-7,closed,closed,TRUE
10.1007/s11548-018-1791-x,closed,closed,TRUE
10.1007/s11695-017-3078-7,closed,closed,TRUE
10.1007/s11764-018-0708-6,closed,closed,TRUE
10.1007/s11825-018-0209-z,hybrid,hybrid,TRUE
10.1007/s12021-017-9349-6,hybrid,hybrid,TRUE
